outgoing_site_id,Start_Time_MM_DD_YYYY,Start_Time_HH_MM_SS_s,Weather,Total Calls,Traffic,lat,long,Call Dropped
3066,20170109,12:00 to 16:00,Fog,621,High,40.7121,-74.0051521,63
3066,20170109,16:00 to 20:00,Fog,470,Low,40.7121,-74.0051521,23
3066,20170109,20:00 to 23:59,Fog,525,High,40.7121,-74.0051521,60
3066,20170110,00:00 to 4:00,Scattered Clouds,276,Medium,40.7121,-74.0051521,33
3066,20170110,8:00 to 12:00,Shallow Fog,283,High,40.7121,-74.0051521,59
3066,20170110,12:00 to 16:00,Fog,328,Low,40.7121,-74.0051521,14
3066,20170110,16:00 to 20:00,Fog,328,Medium,40.7121,-74.0051521,29
3066,20170110,20:00 to 23:59,Fog,427,Low,40.7121,-74.0051521,17
3066,20170111,00:00 to 4:00,Smoke,543,Medium,40.7121,-74.0051521,26
3066,20170111,4:00 to 8:00,Smoke,588,Low,40.7121,-74.0051521,24
3066,20170111,8:00 to 12:00,Fog,641,Low,40.7121,-74.0051521,25
3066,20170111,12:00 to 16:00,Fog,477,Low,40.7121,-74.0051521,19
3066,20170111,16:00 to 20:00,Fog,465,Medium,40.7121,-74.0051521,33
3066,20170111,20:00 to 23:59,Fog,328,Medium,40.7121,-74.0051521,43
3066,20170112,00:00 to 4:00,Smoke,595,Medium,40.7121,-74.0051521,34
3066,20170112,4:00 to 8:00,Smoke,512,High,40.7121,-74.0051521,62
3066,20170112,8:00 to 12:00,Smoke,484,Low,40.7121,-74.0051521,23
3066,20170112,12:00 to 16:00,Shallow Fog,473,High,40.7121,-74.0051521,58
3066,20170112,16:00 to 20:00,Fog,386,Medium,40.7121,-74.0051521,44
3066,20170112,20:00 to 23:59,Fog,239,High,40.7121,-74.0051521,52
3066,20170113,00:00 to 4:00,Smoke,337,High,40.7121,-74.0051521,53
3066,20170113,4:00 to 8:00,Smoke,246,Medium,40.7121,-74.0051521,27
3066,20170113,8:00 to 12:00,Clear,451,Low,40.7121,-74.0051521,22
3066,20170113,12:00 to 16:00,Shallow Fog,231,Low,40.7121,-74.0051521,19
3066,20170113,16:00 to 20:00,Shallow Fog,304,Low,40.7121,-74.0051521,13
3066,20170113,20:00 to 23:59,Clear,233,Low,40.7121,-74.0051521,21
3066,20170114,00:00 to 4:00,Smoke,290,Medium,40.7121,-74.0051521,39
3066,20170114,4:00 to 8:00,Clear,542,Low,40.7121,-74.0051521,18
3066,20170114,8:00 to 12:00,Shallow Fog,390,Medium,40.7121,-74.0051521,48
3066,20170114,12:00 to 16:00,Shallow Fog,333,Low,40.7121,-74.0051521,25
3066,20170114,16:00 to 20:00,Shallow Fog,447,High,40.7121,-74.0051521,53
3066,20170114,20:00 to 23:59,Fog,306,Low,40.7121,-74.0051521,24
3066,20170115,00:00 to 4:00,Smoke,544,Medium,40.7121,-74.0051521,46
3066,20170115,4:00 to 8:00,Smoke,423,Low,40.7121,-74.0051521,24
3066,20170115,8:00 to 12:00,Shallow Fog,358,Medium,40.7121,-74.0051521,51
3066,20170115,12:00 to 16:00,Fog,599,Low,40.7121,-74.0051521,22
3066,20170115,16:00 to 20:00,Fog,528,Low,40.7121,-74.0051521,20
3066,20170115,20:00 to 23:59,Fog,462,High,40.7121,-74.0051521,55
3066,20170116,00:00 to 4:00,Smoke,642,Medium,40.7121,-74.0051521,51
3066,20170116,4:00 to 8:00,Shallow Fog,542,Medium,40.7121,-74.0051521,38
3066,20170116,8:00 to 12:00,Clear,279,High,40.7121,-74.0051521,54
3066,20170116,12:00 to 16:00,Fog,461,Medium,40.7121,-74.0051521,27
3066,20170116,16:00 to 20:00,Fog,280,Medium,40.7121,-74.0051521,26
3066,20170116,20:00 to 23:59,Fog,509,High,40.7121,-74.0051521,57
3066,20170117,4:00 to 8:00,Shallow Fog,401,High,40.7121,-74.0051521,62
3066,20170117,8:00 to 12:00,Fog,520,Medium,40.7121,-74.0051521,42
3066,20170117,12:00 to 16:00,Fog,521,Low,40.7121,-74.0051521,25
3066,20170117,16:00 to 20:00,Fog,436,Low,40.7121,-74.0051521,20
3066,20170117,20:00 to 23:59,Fog,241,High,40.7121,-74.0051521,55
3066,20170118,00:00 to 4:00,Shallow Fog,406,Medium,40.7121,-74.0051521,26
3066,20170118,4:00 to 8:00,Shallow Fog,506,Medium,40.7121,-74.0051521,46
3066,20170118,8:00 to 12:00,Shallow Fog,480,Medium,40.7121,-74.0051521,51
3066,20170118,12:00 to 16:00,Fog,296,High,40.7121,-74.0051521,62
3066,20170118,16:00 to 20:00,Fog,359,Medium,40.7121,-74.0051521,27
3066,20170118,20:00 to 23:59,Fog,383,Medium,40.7121,-74.0051521,29
3066,20170119,00:00 to 4:00,Clear,380,High,40.7121,-74.0051521,56
3066,20170119,4:00 to 8:00,Shallow Fog,629,Medium,40.7121,-74.0051521,51
3066,20170119,8:00 to 12:00,Shallow Fog,597,Medium,40.7121,-74.0051521,32
3066,20170119,12:00 to 16:00,Fog,483,Medium,40.7121,-74.0051521,27
3066,20170119,16:00 to 20:00,Fog,485,High,40.7121,-74.0051521,60
3066,20170119,20:00 to 23:59,Fog,639,High,40.7121,-74.0051521,62
3066,20170120,00:00 to 4:00,Smoke,438,High,40.7121,-74.0051521,60
3066,20170120,4:00 to 8:00,Shallow Fog,484,High,40.7121,-74.0051521,61
3066,20170120,8:00 to 12:00,Shallow Fog,506,Medium,40.7121,-74.0051521,28
3066,20170120,12:00 to 16:00,Shallow Fog,377,Medium,40.7121,-74.0051521,46
3066,20170120,16:00 to 20:00,Fog,403,High,40.7121,-74.0051521,64
3066,20170120,20:00 to 23:59,Fog,601,High,40.7121,-74.0051521,58
3066,20170121,00:00 to 4:00,Smoke,278,Medium,40.7121,-74.0051521,48
3066,20170121,4:00 to 8:00,Smoke,296,Low,40.7121,-74.0051521,14
3066,20170121,8:00 to 12:00,Smoke,312,Medium,40.7121,-74.0051521,33
3066,20170121,12:00 to 16:00,Clear,244,High,40.7121,-74.0051521,57
3066,20170121,16:00 to 20:00,Shallow Fog,231,Low,40.7121,-74.0051521,19
3066,20170121,20:00 to 23:59,Fog,235,Low,40.7121,-74.0051521,23
3066,20170122,00:00 to 4:00,Haze,428,Medium,40.7121,-74.0051521,51
3066,20170122,4:00 to 8:00,Smoke,375,Medium,40.7121,-74.0051521,35
3066,20170122,8:00 to 12:00,Smoke,513,Low,40.7121,-74.0051521,19
3066,20170122,12:00 to 16:00,Smoke,586,Medium,40.7121,-74.0051521,42
3066,20170122,16:00 to 20:00,Shallow Fog,481,Medium,40.7121,-74.0051521,35
3066,20170122,20:00 to 23:59,Fog,366,Low,40.7121,-74.0051521,22
3066,20170123,00:00 to 4:00,Haze,611,Low,40.7121,-74.0051521,23
3066,20170123,4:00 to 8:00,Smoke,442,Low,40.7121,-74.0051521,24
3066,20170123,8:00 to 12:00,Smoke,627,Low,40.7121,-74.0051521,14
3066,20170123,12:00 to 16:00,Shallow Fog,576,Medium,40.7121,-74.0051521,35
3066,20170123,16:00 to 20:00,Fog,450,Low,40.7121,-74.0051521,24
3066,20170123,20:00 to 23:59,Fog,308,High,40.7121,-74.0051521,60
3066,20170124,00:00 to 4:00,Haze,311,Medium,40.7121,-74.0051521,44
3066,20170124,4:00 to 8:00,Smoke,608,Low,40.7121,-74.0051521,13
3066,20170124,8:00 to 12:00,Smoke,375,Low,40.7121,-74.0051521,13
3066,20170124,12:00 to 16:00,Smoke,305,High,40.7121,-74.0051521,64
3066,20170124,16:00 to 20:00,Clear,335,Medium,40.7121,-74.0051521,48
3066,20170124,20:00 to 23:59,Shallow Fog,615,Low,40.7121,-74.0051521,16
3066,20170125,00:00 to 4:00,Haze,414,High,40.7121,-74.0051521,60
3066,20170125,4:00 to 8:00,Smoke,382,Low,40.7121,-74.0051521,20
3066,20170125,8:00 to 12:00,Smoke,346,Medium,40.7121,-74.0051521,27
3066,20170125,12:00 to 16:00,Smoke,441,Low,40.7121,-74.0051521,18
3066,20170125,16:00 to 20:00,Smoke,514,Medium,40.7121,-74.0051521,46
3066,20170125,20:00 to 23:59,Shallow Fog,256,Medium,40.7121,-74.0051521,29
3066,20170126,00:00 to 4:00,Haze,593,Low,40.7121,-74.0051521,13
3066,20170126,4:00 to 8:00,Haze,622,High,40.7121,-74.0051521,60
3066,20170126,8:00 to 12:00,Smoke,529,Medium,40.7121,-74.0051521,29
3066,20170126,12:00 to 16:00,Smoke,583,Low,40.7121,-74.0051521,20
3066,20170126,16:00 to 20:00,Smoke,455,High,40.7121,-74.0051521,53
3066,20170126,20:00 to 23:59,Shallow Fog,548,Medium,40.7121,-74.0051521,31
3066,20170127,00:00 to 4:00,Haze,594,High,40.7121,-74.0051521,56
3066,20170127,4:00 to 8:00,Rain,271,Medium,40.7121,-74.0051521,35
3066,20170127,8:00 to 12:00,Haze,301,Low,40.7121,-74.0051521,18
3066,20170127,12:00 to 16:00,Smoke,611,High,40.7121,-74.0051521,64
3066,20170127,16:00 to 20:00,Smoke,618,High,40.7121,-74.0051521,65
3066,20170127,20:00 to 23:59,Smoke,509,Low,40.7121,-74.0051521,25
3066,20170128,00:00 to 4:00,Haze,528,High,40.7121,-74.0051521,61
3066,20170128,4:00 to 8:00,Haze,417,Low,40.7121,-74.0051521,13
3066,20170128,8:00 to 12:00,Haze,554,Medium,40.7121,-74.0051521,27
3066,20170128,12:00 to 16:00,Haze,566,Low,40.7121,-74.0051521,22
3066,20170128,16:00 to 20:00,Partly Cloudy,542,Low,40.7121,-74.0051521,17
3066,20170128,20:00 to 23:59,Partly Cloudy,372,Medium,40.7121,-74.0051521,48
3066,20170129,00:00 to 4:00,Smoke,305,High,40.7121,-74.0051521,56
3066,20170129,4:00 to 8:00,Smoke,638,Low,40.7121,-74.0051521,14
3066,20170129,8:00 to 12:00,Smoke,351,Low,40.7121,-74.0051521,21
3066,20170129,12:00 to 16:00,Shallow Fog,447,High,40.7121,-74.0051521,63
3066,20170129,16:00 to 20:00,Shallow Fog,347,Medium,40.7121,-74.0051521,34
3066,20170129,20:00 to 23:59,Fog,402,Medium,40.7121,-74.0051521,45
3066,20170130,00:00 to 4:00,Haze,407,Medium,40.7121,-74.0051521,49
3066,20170130,4:00 to 8:00,Smoke,452,Low,40.7121,-74.0051521,23
3066,20170130,8:00 to 12:00,Haze,317,Medium,40.7121,-74.0051521,35
3066,20170130,12:00 to 16:00,Haze,514,Medium,40.7121,-74.0051521,30
3066,20170130,16:00 to 20:00,Light Thunderstorms and Rain,478,Medium,40.7121,-74.0051521,32
3066,20170130,20:00 to 23:59,Haze,402,High,40.7121,-74.0051521,61
3066,20170131,00:00 to 4:00,Light Rain,385,Low,40.7121,-74.0051521,20
3066,20170131,4:00 to 8:00,Light Drizzle,490,Low,40.7121,-74.0051521,14
3066,20170131,8:00 to 12:00,Drizzle,343,High,40.7121,-74.0051521,52
3066,20170131,12:00 to 16:00,Drizzle,580,High,40.7121,-74.0051521,60
3066,20170101,00:00 to 4:00,Smoke,419,Low,40.7121,-74.0051521,18
3066,20170101,4:00 to 8:00,Shallow Fog,644,Medium,40.7121,-74.0051521,28
3066,20170101,8:00 to 12:00,Shallow Fog,597,Medium,40.7121,-74.0051521,43
3066,20170101,12:00 to 16:00,Fog,403,Medium,40.7121,-74.0051521,35
3066,20170101,16:00 to 20:00,Fog,526,Low,40.7121,-74.0051521,25
3066,20170101,20:00 to 23:59,Fog,291,Medium,40.7121,-74.0051521,35
3066,20170102,00:00 to 4:00,Partly Cloudy,425,Medium,40.7121,-74.0051521,32
3066,20170102,4:00 to 8:00,Shallow Fog,551,High,40.7121,-74.0051521,57
3066,20170102,8:00 to 12:00,Fog,417,High,40.7121,-74.0051521,62
3066,20170102,12:00 to 16:00,Fog,460,Low,40.7121,-74.0051521,20
3066,20170102,16:00 to 20:00,Fog,350,Low,40.7121,-74.0051521,22
3066,20170102,20:00 to 23:59,Fog,249,Medium,40.7121,-74.0051521,44
3066,20170103,00:00 to 4:00,Shallow Fog,601,Medium,40.7121,-74.0051521,33
3066,20170103,4:00 to 8:00,Shallow Fog,398,High,40.7121,-74.0051521,65
3066,20170103,8:00 to 12:00,Smoke,504,Low,40.7121,-74.0051521,20
3066,20170103,12:00 to 16:00,Mostly Cloudy,309,Medium,40.7121,-74.0051521,39
3066,20170103,16:00 to 20:00,Mostly Cloudy,421,Medium,40.7121,-74.0051521,27
3066,20170103,20:00 to 23:59,Shallow Fog,564,Medium,40.7121,-74.0051521,41
3066,20170104,00:00 to 4:00,Smoke,339,Medium,40.7121,-74.0051521,48
3066,20170104,4:00 to 8:00,Shallow Fog,415,Low,40.7121,-74.0051521,22
3066,20170104,8:00 to 12:00,Fog,611,Medium,40.7121,-74.0051521,46
3066,20170104,12:00 to 16:00,Shallow Fog,278,Medium,40.7121,-74.0051521,34
3066,20170105,4:00 to 8:00,Volcanic Ash,383,Medium,40.7121,-74.0051521,51
3066,20170106,16:00 to 20:00,Fog,387,Medium,40.7121,-74.0051521,38
3066,20170106,20:00 to 23:59,Fog,307,High,40.7121,-74.0051521,56
3066,20170107,00:00 to 4:00,Shallow Fog,589,High,40.7121,-74.0051521,58
3066,20170107,4:00 to 8:00,Shallow Fog,384,Medium,40.7121,-74.0051521,51
3066,20170107,8:00 to 12:00,Shallow Fog,275,Medium,40.7121,-74.0051521,52
3066,20170107,12:00 to 16:00,Shallow Fog,484,Medium,40.7121,-74.0051521,46
3066,20170107,16:00 to 20:00,Shallow Fog,646,Medium,40.7121,-74.0051521,44
3066,20170107,20:00 to 23:59,Shallow Fog,283,Low,40.7121,-74.0051521,13
3066,20170108,00:00 to 4:00,Smoke,560,Medium,40.7121,-74.0051521,36
3066,20170108,4:00 to 8:00,Shallow Fog,513,High,40.7121,-74.0051521,62
3066,20170108,8:00 to 12:00,Shallow Fog,429,Medium,40.7121,-74.0051521,46
3066,20170108,12:00 to 16:00,Fog,334,Medium,40.7121,-74.0051521,27
3066,20170108,16:00 to 20:00,Fog,328,Medium,40.7121,-74.0051521,47
3066,20170108,20:00 to 23:59,Fog,531,High,40.7121,-74.0051521,62
3066,20170109,00:00 to 4:00,Smoke,260,Medium,40.7121,-74.0051521,29
3066,20170109,4:00 to 8:00,Shallow Fog,443,Medium,40.7121,-74.0051521,41
3066,20170109,8:00 to 12:00,Shallow Fog,558,Low,40.7121,-74.0051521,23
3066,20170109,12:00 to 16:00,Fog,621,High,40.7121,-74.0051521,63
3066,20170109,16:00 to 20:00,Fog,470,Low,40.7121,-74.0051521,23
3066,20170109,20:00 to 23:59,Fog,525,High,40.7121,-74.0051521,60
3066,20170110,00:00 to 4:00,Scattered Clouds,276,Medium,40.7121,-74.0051521,33
3066,20170110,8:00 to 12:00,Shallow Fog,283,High,40.7121,-74.0051521,59
3066,20170110,12:00 to 16:00,Fog,328,Low,40.7121,-74.0051521,14
3066,20170110,16:00 to 20:00,Fog,328,Medium,40.7121,-74.0051521,29
3066,20170110,20:00 to 23:59,Fog,427,Low,40.7121,-74.0051521,17
3066,20170111,00:00 to 4:00,Smoke,543,Medium,40.7121,-74.0051521,26
3066,20170111,4:00 to 8:00,Smoke,588,Low,40.7121,-74.0051521,24
3066,20170111,8:00 to 12:00,Fog,641,Low,40.7121,-74.0051521,25
3066,20170111,12:00 to 16:00,Fog,477,Low,40.7121,-74.0051521,19
3066,20170111,16:00 to 20:00,Fog,465,Medium,40.7121,-74.0051521,33
3066,20170111,20:00 to 23:59,Fog,328,Medium,40.7121,-74.0051521,43
3066,20170112,00:00 to 4:00,Smoke,595,Medium,40.7121,-74.0051521,34
3066,20170112,4:00 to 8:00,Smoke,512,High,40.7121,-74.0051521,62
3066,20170112,8:00 to 12:00,Smoke,484,Low,40.7121,-74.0051521,23
3066,20170112,12:00 to 16:00,Shallow Fog,473,High,40.7121,-74.0051521,58
3066,20170112,16:00 to 20:00,Fog,386,Medium,40.7121,-74.0051521,44
3066,20170112,20:00 to 23:59,Fog,239,High,40.7121,-74.0051521,52
3066,20170113,00:00 to 4:00,Smoke,337,High,40.7121,-74.0051521,53
3066,20170113,4:00 to 8:00,Smoke,246,Medium,40.7121,-74.0051521,27
3066,20170113,8:00 to 12:00,Clear,451,Low,40.7121,-74.0051521,22
3066,20170113,12:00 to 16:00,Shallow Fog,231,Low,40.7121,-74.0051521,19
3066,20170113,16:00 to 20:00,Shallow Fog,304,Low,40.7121,-74.0051521,13
3066,20170113,20:00 to 23:59,Clear,233,Low,40.7121,-74.0051521,21
3066,20170114,00:00 to 4:00,Smoke,290,Medium,40.7121,-74.0051521,39
3066,20170114,4:00 to 8:00,Clear,542,Low,40.7121,-74.0051521,18
3066,20170114,8:00 to 12:00,Shallow Fog,390,Medium,40.7121,-74.0051521,48
3066,20170114,12:00 to 16:00,Shallow Fog,333,Low,40.7121,-74.0051521,25
3066,20170114,16:00 to 20:00,Shallow Fog,447,High,40.7121,-74.0051521,53
3066,20170114,20:00 to 23:59,Fog,306,Low,40.7121,-74.0051521,24
3066,20170115,00:00 to 4:00,Smoke,544,Medium,40.7121,-74.0051521,46
3066,20170115,4:00 to 8:00,Smoke,423,Low,40.7121,-74.0051521,24
3066,20170115,8:00 to 12:00,Shallow Fog,358,Medium,40.7121,-74.0051521,51
3066,20170115,12:00 to 16:00,Fog,599,Low,40.7121,-74.0051521,22
3066,20170115,16:00 to 20:00,Fog,528,Low,40.7121,-74.0051521,20
3066,20170115,20:00 to 23:59,Fog,462,High,40.7121,-74.0051521,55
3066,20170116,00:00 to 4:00,Smoke,642,Medium,40.7121,-74.0051521,51
3066,20170116,4:00 to 8:00,Shallow Fog,542,Medium,40.7121,-74.0051521,38
3066,20170116,8:00 to 12:00,Clear,279,High,40.7121,-74.0051521,54
3066,20170116,12:00 to 16:00,Fog,461,Medium,40.7121,-74.0051521,27
3066,20170116,16:00 to 20:00,Fog,280,Medium,40.7121,-74.0051521,26
3066,20170116,20:00 to 23:59,Fog,509,High,40.7121,-74.0051521,57
3066,20170117,4:00 to 8:00,Shallow Fog,401,High,40.7121,-74.0051521,62
3066,20170117,8:00 to 12:00,Fog,520,Medium,40.7121,-74.0051521,42
3066,20170117,12:00 to 16:00,Fog,521,Low,40.7121,-74.0051521,25
3066,20170117,16:00 to 20:00,Fog,436,Low,40.7121,-74.0051521,20
3066,20170117,20:00 to 23:59,Fog,241,High,40.7121,-74.0051521,55
3066,20170118,00:00 to 4:00,Shallow Fog,406,Medium,40.7121,-74.0051521,26
3066,20170118,4:00 to 8:00,Shallow Fog,506,Medium,40.7121,-74.0051521,46
3066,20170118,8:00 to 12:00,Shallow Fog,480,Medium,40.7121,-74.0051521,51
3066,20170118,12:00 to 16:00,Fog,296,High,40.7121,-74.0051521,62
3066,20170118,16:00 to 20:00,Fog,359,Medium,40.7121,-74.0051521,27
3066,20170118,20:00 to 23:59,Fog,383,Medium,40.7121,-74.0051521,29
3066,20170119,00:00 to 4:00,Clear,380,High,40.7121,-74.0051521,56
3066,20170119,4:00 to 8:00,Shallow Fog,629,Medium,40.7121,-74.0051521,51
3066,20170119,8:00 to 12:00,Shallow Fog,597,Medium,40.7121,-74.0051521,32
3066,20170119,12:00 to 16:00,Fog,483,Medium,40.7121,-74.0051521,27
3066,20170119,16:00 to 20:00,Fog,485,High,40.7121,-74.0051521,60
3066,20170119,20:00 to 23:59,Fog,639,High,40.7121,-74.0051521,62
3066,20170120,00:00 to 4:00,Smoke,438,High,40.7121,-74.0051521,60
3066,20170120,4:00 to 8:00,Shallow Fog,484,High,40.7121,-74.0051521,61
3066,20170120,8:00 to 12:00,Shallow Fog,506,Medium,40.7121,-74.0051521,28
3066,20170120,12:00 to 16:00,Shallow Fog,377,Medium,40.7121,-74.0051521,46
3066,20170120,16:00 to 20:00,Fog,403,High,40.7121,-74.0051521,64
3066,20170120,20:00 to 23:59,Fog,601,High,40.7121,-74.0051521,58
3066,20170121,00:00 to 4:00,Smoke,278,Medium,40.7121,-74.0051521,48
3066,20170121,4:00 to 8:00,Smoke,296,Low,40.7121,-74.0051521,14
3066,20170121,8:00 to 12:00,Smoke,312,Medium,40.7121,-74.0051521,33
3066,20170121,12:00 to 16:00,Clear,244,High,40.7121,-74.0051521,57
3066,20170121,16:00 to 20:00,Shallow Fog,231,Low,40.7121,-74.0051521,19
3066,20170121,20:00 to 23:59,Fog,235,Low,40.7121,-74.0051521,23
3066,20170122,00:00 to 4:00,Haze,428,Medium,40.7121,-74.0051521,51
3066,20170122,4:00 to 8:00,Smoke,375,Medium,40.7121,-74.0051521,35
3066,20170122,8:00 to 12:00,Smoke,513,Low,40.7121,-74.0051521,19
3066,20170122,12:00 to 16:00,Smoke,586,Medium,40.7121,-74.0051521,42
3066,20170122,16:00 to 20:00,Shallow Fog,481,Medium,40.7121,-74.0051521,35
3066,20170122,20:00 to 23:59,Fog,366,Low,40.7121,-74.0051521,22
3066,20170123,00:00 to 4:00,Haze,611,Low,40.7121,-74.0051521,23
3066,20170123,4:00 to 8:00,Smoke,442,Low,40.7121,-74.0051521,24
3066,20170123,8:00 to 12:00,Smoke,627,Low,40.7121,-74.0051521,14
3066,20170123,12:00 to 16:00,Shallow Fog,576,Medium,40.7121,-74.0051521,35
3066,20170123,16:00 to 20:00,Fog,450,Low,40.7121,-74.0051521,24
3066,20170123,20:00 to 23:59,Fog,308,High,40.7121,-74.0051521,60
3066,20170124,00:00 to 4:00,Haze,311,Medium,40.7121,-74.0051521,44
3066,20170124,4:00 to 8:00,Smoke,608,Low,40.7121,-74.0051521,13
3066,20170124,8:00 to 12:00,Smoke,375,Low,40.7121,-74.0051521,13
3066,20170124,12:00 to 16:00,Smoke,305,High,40.7121,-74.0051521,64
3066,20170124,16:00 to 20:00,Clear,335,Medium,40.7121,-74.0051521,48
3066,20170124,20:00 to 23:59,Shallow Fog,615,Low,40.7121,-74.0051521,16
3066,20170125,00:00 to 4:00,Haze,414,High,40.7121,-74.0051521,60
3066,20170125,4:00 to 8:00,Smoke,382,Low,40.7121,-74.0051521,20
3066,20170125,8:00 to 12:00,Smoke,346,Medium,40.7121,-74.0051521,27
3066,20170125,12:00 to 16:00,Smoke,441,Low,40.7121,-74.0051521,18
3066,20170125,16:00 to 20:00,Smoke,514,Medium,40.7121,-74.0051521,46
3066,20170125,20:00 to 23:59,Shallow Fog,256,Medium,40.7121,-74.0051521,29
3066,20170126,00:00 to 4:00,Haze,593,Low,40.7121,-74.0051521,13
3066,20170126,4:00 to 8:00,Haze,622,High,40.7121,-74.0051521,60
3066,20170126,8:00 to 12:00,Smoke,529,Medium,40.7121,-74.0051521,29
3066,20170126,12:00 to 16:00,Smoke,583,Low,40.7121,-74.0051521,20
3066,20170126,16:00 to 20:00,Smoke,455,High,40.7121,-74.0051521,53
3066,20170126,20:00 to 23:59,Shallow Fog,548,Medium,40.7121,-74.0051521,31
3066,20170127,00:00 to 4:00,Haze,594,High,40.7121,-74.0051521,56
3066,20170127,4:00 to 8:00,Rain,271,Medium,40.7121,-74.0051521,35
3066,20170127,8:00 to 12:00,Haze,301,Low,40.7121,-74.0051521,18
3066,20170127,12:00 to 16:00,Smoke,611,High,40.7121,-74.0051521,64
3066,20170127,16:00 to 20:00,Smoke,618,High,40.7121,-74.0051521,65
3066,20170127,20:00 to 23:59,Smoke,509,Low,40.7121,-74.0051521,25
3066,20170128,00:00 to 4:00,Haze,528,High,40.7121,-74.0051521,61
3066,20170128,4:00 to 8:00,Haze,417,Low,40.7121,-74.0051521,13
3066,20170128,8:00 to 12:00,Haze,554,Medium,40.7121,-74.0051521,27
3066,20170128,12:00 to 16:00,Haze,566,Low,40.7121,-74.0051521,22
3066,20170128,16:00 to 20:00,Partly Cloudy,542,Low,40.7121,-74.0051521,17
3066,20170128,20:00 to 23:59,Partly Cloudy,372,Medium,40.7121,-74.0051521,48
3066,20170129,00:00 to 4:00,Smoke,305,High,40.7121,-74.0051521,56
3066,20170129,4:00 to 8:00,Smoke,638,Low,40.7121,-74.0051521,14
3066,20170129,8:00 to 12:00,Smoke,351,Low,40.7121,-74.0051521,21
3066,20170129,12:00 to 16:00,Shallow Fog,447,High,40.7121,-74.0051521,63
3066,20170129,16:00 to 20:00,Shallow Fog,347,Medium,40.7121,-74.0051521,34
3066,20170129,20:00 to 23:59,Fog,402,Medium,40.7121,-74.0051521,45
3066,20170130,00:00 to 4:00,Haze,407,Medium,40.7121,-74.0051521,49
3066,20170130,4:00 to 8:00,Smoke,452,Low,40.7121,-74.0051521,23
3066,20170130,8:00 to 12:00,Haze,317,Medium,40.7121,-74.0051521,35
3066,20170130,12:00 to 16:00,Haze,514,Medium,40.7121,-74.0051521,30
3066,20170130,16:00 to 20:00,Light Thunderstorms and Rain,478,Medium,40.7121,-74.0051521,32
3066,20170130,20:00 to 23:59,Haze,402,High,40.7121,-74.0051521,61
3066,20170131,00:00 to 4:00,Light Rain,385,Low,40.7121,-74.0051521,20
3066,20170131,4:00 to 8:00,Light Drizzle,490,Low,40.7121,-74.0051521,14
3066,20170131,8:00 to 12:00,Drizzle,343,High,40.7121,-74.0051521,52
3066,20170131,12:00 to 16:00,Drizzle,580,High,40.7121,-74.0051521,60
3066,20170101,00:00 to 4:00,Smoke,419,Low,40.7121,-74.0051521,18
3066,20170101,4:00 to 8:00,Shallow Fog,644,Medium,40.7121,-74.0051521,28
3066,20170101,8:00 to 12:00,Shallow Fog,597,Medium,40.7121,-74.0051521,43
3066,20170101,12:00 to 16:00,Fog,403,Medium,40.7121,-74.0051521,35
3066,20170101,16:00 to 20:00,Fog,526,Low,40.7121,-74.0051521,25
3066,20170101,20:00 to 23:59,Fog,291,Medium,40.7121,-74.0051521,35
3066,20170102,00:00 to 4:00,Partly Cloudy,425,Medium,40.7121,-74.0051521,32
3066,20170102,4:00 to 8:00,Shallow Fog,551,High,40.7121,-74.0051521,57
3066,20170102,8:00 to 12:00,Fog,417,High,40.7121,-74.0051521,62
3066,20170102,12:00 to 16:00,Fog,460,Low,40.7121,-74.0051521,20
3066,20170102,16:00 to 20:00,Fog,350,Low,40.7121,-74.0051521,22
3066,20170102,20:00 to 23:59,Fog,249,Medium,40.7121,-74.0051521,44
3066,20170103,00:00 to 4:00,Shallow Fog,601,Medium,40.7121,-74.0051521,33
3066,20170103,4:00 to 8:00,Shallow Fog,398,High,40.7121,-74.0051521,65
3066,20170103,8:00 to 12:00,Smoke,504,Low,40.7121,-74.0051521,20
3066,20170103,12:00 to 16:00,Mostly Cloudy,309,Medium,40.7121,-74.0051521,39
3066,20170103,16:00 to 20:00,Mostly Cloudy,421,Medium,40.7121,-74.0051521,27
3066,20170103,20:00 to 23:59,Shallow Fog,564,Medium,40.7121,-74.0051521,41
3066,20170104,00:00 to 4:00,Smoke,339,Medium,40.7121,-74.0051521,48
3066,20170104,4:00 to 8:00,Shallow Fog,415,Low,40.7121,-74.0051521,22
3066,20170104,8:00 to 12:00,Fog,611,Medium,40.7121,-74.0051521,46
3066,20170104,12:00 to 16:00,Shallow Fog,278,Medium,40.7121,-74.0051521,34
3066,20170105,4:00 to 8:00,Volcanic Ash,383,Medium,40.7121,-74.0051521,51
3066,20170106,16:00 to 20:00,Fog,387,Medium,40.7121,-74.0051521,38
3066,20170106,20:00 to 23:59,Fog,307,High,40.7121,-74.0051521,56
3066,20170107,00:00 to 4:00,Shallow Fog,589,High,40.7121,-74.0051521,58
3066,20170107,4:00 to 8:00,Shallow Fog,384,Medium,40.7121,-74.0051521,51
3066,20170107,8:00 to 12:00,Shallow Fog,275,Medium,40.7121,-74.0051521,52
3066,20170107,12:00 to 16:00,Shallow Fog,484,Medium,40.7121,-74.0051521,46
3066,20170107,16:00 to 20:00,Shallow Fog,646,Medium,40.7121,-74.0051521,44
3066,20170107,20:00 to 23:59,Shallow Fog,283,Low,40.7121,-74.0051521,13
